"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","age_group"
430000,2,1,2,0,0,0,0,0,0,35792,36894,44848,39219,32008,19397,2000,10002,2000,5000,2000,7027,1,30
5e+05,2,3,2,0,0,0,0,0,-1,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,7415,10039.875,9970.625,10252.5,1,30
80000,1,2,1,-1,-1,0,0,0,0,9097,31091,34651,26569,20082,25535,11165.625,11046.125,5000,10000,9970.625,5312.60666378191,1,30
50000,1,2,1,0,0,0,0,0,0,15090,16421,17144,17636,17850,18212,1577,1300,777,647,658,811,1,40
130000,2,2,2,0,0,0,0,0,0,42946,43969,44975,45723,46515,47450,1676,1682,1430,1318,1331,1525,1,40
2e+05,1,2,1,-1,-1,-1,-1,-1,-1,4735,3668,21602,3760,2925,16751,3679,11046.125,4971,2933,9970.625,5010,1,40
30000,2,2,2,2,2,2,2,0,0,30028,26208,28804,22335,17448,17448,0,3400,0,0,0,0,2,20
1e+05,2,2,1,0,0,0,0,0,0,49707,48657,49699,47635,48664,49578,2000,2000,1691,1782,1739,1400,1,20
30000,2,3,1,1,-2,-2,-1,0,0,0,0,0,14071,14350,14650,0,0,10968.125,514,532,543,1,40
180000,2,2,2,0,0,0,0,0,0,10874,9324,7738,6369,6109,7603,2000,2000,2000,3109,5000,5520,1,20
5e+05,2,2,1,-2,-2,-2,-2,-2,-2,12871,5177,4199,7507,4696,38835.1843188217,5177,4199,7507,4696,9970.625,10252.5,1,40
150000,2,1,1,-2,-2,-2,-2,-2,-2,3275,1105,0,0,0,300,1105,0,0,0,300,0,1,40
130000,2,3,1,0,0,0,0,0,0,122264,125756,129159,127727,122749,0,3541,3497,2875,2607,0,0,1,40
180000,1,1,1,-1,-1,-1,-1,-1,-1,4453,3310,7226,5060,2832,1890,3310,7228,5060,2832,1890,2576,1,40
50000,1,2,2,0,0,0,0,0,0,48726,49050,49584,19791,18518,19078,2100,1600,700,670,866,618,2,50
450000,1,1,2,-1,2,-1,2,-1,-1,42713,6496,9341,2857,83527,0,0,9511,20,10039.875,0,116,1,30
50000,2,1,2,-1,-1,-1,0,-1,-1,2459,2471,6015,5625,3056,2439,2471,6015,0,3056,2439,3026,2,20
30000,2,2,2,0,0,0,0,0,0,28409,28530,29435,30841,29434,16565,2000,2000,2000,1765,331,0,1,20
30000,2,2,1,0,0,0,0,0,0,12051,13101,14413,14476,14792,15145,1250,1537,600,550,600,800,1,30
1e+05,2,2,2,0,0,0,0,0,0,42713,50270,22576,18247,22029,19540,10000,10000,1500,4000,5000,5000,1,20
30000,2,3,1,0,0,0,2,0,0,21173,22513,23826,20613,21269,22761,2000,2000,1000,1000,2000,2000,2,30
5e+05,2,1,2,0,-1,-1,-1,-2,-2,13302,1040,3662,0,1770,3384,1051,3722,0,1770,3384,206,1,30
50000,1,1,2,0,0,0,0,0,0,28639,29482,30455,28955,25959,26144,2100,2000,1000,600,3000,0,1,20
230000,2,2,1,-1,0,0,0,0,0,1054,2869,5567,2622,5550,7446,2000,3000,2000,3000,2000,3000,2,30
90000,2,2,2,2,3,2,3,2,2,76442,76633,78174,78800,77417,82369,2000,3400,2500,0,6250,3100,1,30
2e+05,1,1,2,0,0,-1,0,0,-2,14335,12452,4467,3285,0,0,1213,4467,1000,0,0,0,1,20
110000,1,2,2,2,0,0,0,0,0,38449,38433,37038,38336,12907,13541,3000,1800,2000,600,1000,5000,1,20
170000,2,5,1,0,0,0,0,0,0,143737,129898,124370,112589,26958,8535,6247,6375,4468,1000,1306,10252.5,1,30
80000,2,2,2,0,0,0,0,0,0,45174,41885,42832,23799,11723,27236,3000,3413,2000,5000,9970.625,2000,1,40
170000,2,2,2,0,0,0,0,0,0,65531,64149,46188,42793,30466,25583,2019,2006,2002,788,989,1000,1,20
3e+05,2,2,2,-1,-1,-1,-1,2,-1,2186,0,290,707,161,7705,0,290,1209,0,7705,3798,1,30
60000,2,2,3,0,0,2,2,0,0,59902,61336,61792,57619,12996,2054,3400,4500,17,500,1500,1000,2,40
90000,2,2,2,0,0,0,0,0,0,13107,13740,14770,13306,10465,9704,1251,1281,1173,500,1000,1000,1,20
70000,2,3,2,0,0,2,0,0,0,12924,14615,14692,14784,15175,16360,2600,1000,1000,1000,2000,2000,1,40
230000,2,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,7016,5500,5125,5031,4969,5071,1,30
4e+05,2,1,2,-1,-1,0,0,0,0,634,5939,6624,8004,10390,21325,5939,2624,3004,3090,9970.625,3282,1,30
90000,1,2,1,0,0,0,0,0,0,51666,52385,51790,50346,48745,46842,2919,3005,1700,1722,1414,1061,1,40
490000,2,2,1,-1,-1,-1,-1,-1,-1,2779,22595,755,7000,0,4341,11165.625,762,7000,0,4341,1061,1,50
50000,1,3,1,0,0,0,0,0,0,48684,49466,50544,25381,9652,9464,1974,2442,1669,4743.77725631769,1342,330,1,50
40000,2,2,2,0,0,0,0,-1,-1,36835,37528,35964,34258,516,38432,2000,2000,5000,516,9970.625,2000,1,20
80000,2,2,2,0,0,0,-1,-1,-1,28788,27620,26352,939,2202,1369,8000,1000,939,2202,1369,4827,1,30
2e+05,1,1,2,0,0,0,0,0,0,103457,111541,113809,35797,36087,38505,10000,5000,1412,1300,3000,0,1,30
130000,1,2,1,2,0,0,0,0,2,16357,17287,19992,22329,23964,23428,1500,3000,3000,2000,0,1500,2,40
50000,1,3,1,2,2,2,0,0,2,15899,18720,18122,18530,19089,18856,3400,0,1000,1001,634,638,1,50
3e+05,1,1,1,-1,-1,-1,-1,-1,-1,999,-7334,8333,6666,8333,8333,0,11046.125,6666,10000,8333,10252.5,2,40
240000,2,2,2,-1,-1,-1,0,-1,-1,3328,151902.875,10690,4772,1294,2147,11165.625,11046.125,7738,1297,2153,2073,1,40
2e+05,2,1,2,0,0,0,0,0,0,160599.125,140347,139282,132543.5,122749,120258,4501,4916,4505,4205,4145,5312.60666378191,2,40
2e+05,2,1,2,-2,-2,-2,-2,-2,-2,830,-6,-6,657,2088,150,0,0,663,2088,150,594,1,40
60000,2,2,1,0,0,0,0,0,0,62786,61764,62254,59586,33190,32243,2212,3100,5138.90530494406,1111,1122,1208,2,20
220000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8200,8000,6108,7000,7743,7700,1,30
20000,1,2,2,0,0,-2,-2,-2,-2,18400,0,0,0,0,0,0,0,0,0,0,0,2,30
20000,2,1,2,-1,-1,-1,-1,-1,-1,3305,2296,14059,9140,1073,500,2296,11046.125,9140,1073,500,0,2,20
30000,2,2,1,0,0,0,0,0,0,23134,23302,22844,22101,19535,19580,1712,1400,442,391,500,0,1,20
450000,2,2,1,-2,-2,-2,-2,-2,-2,30535,83371,17471,10342,51786,45747,11165.625,11046.125,10401,10039.875,9970.625,169,1,40
80000,2,3,2,0,0,0,-1,-1,0,23023,23480,0,780,23818,23917,2100,0,780,10039.875,1011,1000,1,20
70000,1,3,1,0,0,0,0,0,0,42039,46330,47480,49242,29993,29618,5000,2238,3000,3000,1500,1500,1,50
160000,1,2,1,-1,-1,-1,-1,-1,0,988,779,637,2667,16746,23591,779,638,2670,10039.875,7069,7000,1,40
50000,1,3,2,1,2,3,2,0,0,48560,52047,50597,20378,18344,19618,4570,0,0,2000,2000,341,1,20
230000,2,1,2,-1,-1,-1,-1,-1,-1,3251,4342,2557,4440,4832,6059,4347,2557,4443,4832,6314,7897,2,30
80000,1,1,2,1,1,-2,-2,-2,-2,74384,0,0,0,0,0,5000,0,0,0,0,0,1,20
20000,2,3,3,-1,2,-1,-1,0,-1,190,2946,1473,780,390,1738,1473,1473,780,0,1766,0,2,50
110000,2,2,2,3,2,0,0,0,0,108087,103307,103749,78961,76180,76353,0,5100,3411,3003,3000,3001,1,30
80000,1,2,2,1,2,2,2,2,2,53576,52128,56657,57340,55823,58260,0,6000,2200,0,3500,3500,2,20
220000,2,1,2,-1,-1,-1,0,0,-1,15069,0,14129,28246,9995,198,680,11046.125,10968.125,5000,198,10252.5,1,30
1e+05,1,1,1,-1,-1,-1,-1,-1,-1,390,1473,390,390,390,0,1473,390,390,390,0,2380,1,40
5e+05,2,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,30
180000,2,3,2,-1,2,-1,2,2,0,1728,1539,2703,1650,0,0,0,2703,0,0,0,0,1,20
90000,2,3,2,0,0,0,0,0,0,14692,15722,16733,17453,17970,18175,1269,1280,1000,950,652,1000,1,20
360000,2,1,2,-1,0,0,0,0,0,5334,6849,68133,71708,58551,54678,3017,11046.125,6784,3041,5044,3042,2,30
260000,1,3,1,-2,-2,-2,-2,-2,-2,12071,12497,1027,-103,-103,1047,2114,1027,103,0,1150,2503,1,30
260000,1,2,2,0,0,-2,-1,-1,-1,60587,-83,-83,458,-7941,120258,0,0,541,4538,9970.625,6000,1,30
140000,1,2,1,3,3,3,2,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,0,6500,0,6497,6536,6760,2,40
50000,1,2,2,0,0,0,0,0,0,44385,45637,46815,16927,17263,17628,1992,2170,1282,618,643,1000,1,40
180000,1,2,2,-2,-2,-2,-2,-2,-2,-16,-16,-16,850,0,0,0,0,866,0,0,0,1,30
330000,2,2,1,0,0,0,0,0,0,18516,24202,32912,36710,40442,42283,10000,10000,5000,4743.77725631769,5000,5000,1,40
130000,1,3,1,0,0,2,-1,-1,-1,11926,18095,5552,3038,11094,8670,10840,3,3041,10039.875,8671,6485,1,40
20000,1,3,1,0,0,0,0,2,2,14341,15371,16375,18905,19462,18967,1266,1270,2800,1000,0,512,2,50
2e+05,1,1,1,1,2,2,2,2,2,73537,71796,80453,58257,97180,95531,0,10000,0,10039.875,0,10252.5,2,40
60000,2,2,1,0,0,0,0,0,-1,59945,57262,27275,22095,14293,12217,1805,5816,1000,5000,9970.625,8000,1,30
270000,2,1,2,0,0,0,0,0,0,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,1,20
4e+05,2,3,1,-1,-1,-1,-1,-1,-1,44198,10132,16932,13088,28540,11860,10132,11046.125,10968.125,10039.875,9970.625,3978,1,40
50000,1,3,1,2,2,2,2,2,2,45870,46944,47029.2469020173,48326,47440,50426,2100,0,3500,0,3758,5,2,50
2e+05,1,1,2,-2,-2,-2,-2,0,-1,47244,92754,57928,523,223,7037,11165.625,11046.125,523,223,7037,10252.5,1,30
50000,1,3,1,1,2,0,0,0,0,32119,29498,26196,23806,16818,14438,0,6900,0,0,0,0,2,50
50000,1,3,1,1,-1,-1,0,0,-1,0,484,929,474,0,1288,484,1000,0,0,1288,334,2,50
80000,2,3,2,0,0,2,2,2,2,71988,76940,68255,55983,59823,51519,6200,2000,2,6278,0,1567,1,20
180000,2,3,1,-1,0,-1,-1,-1,-1,1473,22969,27315,13315,8194,12800,11165.625,11046.125,10968.125,9000,9970.625,9460,1,40
20000,2,2,2,0,0,0,0,0,0,7561,8576,9621,10485,10700,10922,1144,1189,1053,268,277,358,2,20
3e+05,1,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10001,11001,10968.125,10001,5001,5001,1,60
290000,1,2,2,2,2,0,0,0,2,160599.125,151902.875,145766.25,132543.5,122749,120258,0,9000,10500,10039.875,0,3500,2,30
50000,2,2,2,0,0,0,0,0,0,50531,50446,48763,35038,27839,27872,2504,1815,2389,3003,2800,2504,2,40
50000,1,1,2,0,0,0,0,0,0,14577,15329,16575,17496,17907,18375,1300,1500,1500,1000,1000,1600,1,20
2e+05,2,1,2,-1,-1,2,-1,-1,-1,660,1320,660,1320,1320,1710,1320,0,1320,1320,1710,10252.5,2,40
90000,1,2,1,-2,-2,-2,-2,-2,-2,188,188,188,1708,1783,3933,188,188,1708,1783,3933,10252.5,1,40
320000,1,2,2,0,0,0,0,0,0,144648,150320,145766.25,132543.5,122749,120258,8000,6000,5671,5700,5741,9900,1,20
50000,1,3,2,0,0,0,0,0,0,45002,46053,45120,45870,46975,49284,2100,2100,1800,2000,3100,1300,1,20
3e+05,2,1,2,-2,-2,-2,-2,-2,-2,920,1592,0,0,0,0,1592,0,0,0,0,0,1,30
20000,1,1,1,0,0,0,0,0,0,5745,6023,7053,5909,3287,3604,2224,1171,500,500,500,5000,2,30
360000,1,1,1,-1,-1,-1,-1,-1,-1,6878,49190,38497,14342,17098,4546,11165.625,11046.125,10968.125,10039.875,4546,6229,1,30
10000,2,2,2,0,0,2,2,2,0,6759,8925,8637,10277,9736,9704,2450,0,1800,0,500,600,2,20
2e+05,2,1,2,0,0,0,0,0,0,118296,94899,71050,68967,47951,45519,3900,3000,3015,1600,1600,1400,1,20
2e+05,2,1,1,-1,-1,-2,-1,-1,-1,2374,0,0,5144,0,931,0,0,5144,0,931,0,1,40
420000,2,1,1,-1,-1,-1,-1,-1,-1,38386,316,9894,13811,12141,11820,316,9894,10968.125,10039.875,9970.625,10252.5,2,30
170000,2,1,1,-1,-1,-1,-1,-1,-1,1978,2191,3185,0,582,3779,2191,3185,0,582,3779,75,1,50
5e+05,2,1,2,0,-1,-1,-1,0,-1,30267,14773,18129,18934,21687,16438,11165.625,11046.125,10968.125,10039.875,9970.625,415,1,30
165962.731341129,2,2,2,-1,-1,-1,0,0,0,836,9376,85924,33342,33193,32993,9376,11046.125,1167,1197,1180,1163,1,40
130000,1,2,2,0,0,0,0,0,0,119513,121776,122440,125189,122749,74295,6000,4500,5100,5365,2846,2600,1,20
280000,2,2,2,-1,-1,-1,-1,-1,-2,1481,11884,-27,5443,-13,-13,11165.625,0,5470,0,0,0,2,20
270000,2,2,1,0,0,0,0,0,0,135068,102743,100360,97583,91849,94824,5000,7000,4049,1000,5003,0,1,40
120000,2,2,2,0,0,0,0,0,0,104801,100502,86478,81902,78616,80307,4000,2960,3833,2855,3000,3000,1,30
60000,1,2,1,0,0,0,-1,-1,-1,6742,9582,-27,15273,14766,14687,3000,18,10968.125,5000,9970.625,6500,1,30
20000,2,2,1,-1,0,0,-1,0,-1,10361,19566,8746,3355,7143,1288,10000,1390,3355,7143,1288,0,1,20
150000,1,3,1,0,0,0,0,0,0,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,1,40
390000,2,2,1,2,2,2,0,0,0,62474,62878,59601,60422,59094,59862,2757,0,2734,2254,2178,2174,1,30
150000,1,2,2,0,0,0,0,0,0,95322,96903,94682,89207,46259,50504,3216,2338,2653,2001,5012,2058,1,20
50000,2,2,1,-1,-1,-1,-1,-1,-1,560,1121,195,197,197,197,1121,195,197,197,197,197,1,40
3e+05,2,2,1,-2,-2,-2,-2,-2,-2,0,0,2454,132543.5,0,0,0,2454,10968.125,0,0,10252.5,1,40
340000,1,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,30
20000,1,2,2,0,0,2,0,0,-1,12549,11552,6622,6232,390,930,2319,0,0,0,930,0,2,20
30000,2,2,2,1,2,0,0,0,0,29676,28532,29510,29040,29178,0,0,1493,803,420,0,0,1,20
230000,2,2,2,-1,-1,-1,-2,-1,-1,875,375,-250,-125,609,362,1000,0,0,4000,3000,9000,1,20
290000,2,2,2,-2,-1,-1,-1,-1,-1,0,1591,0,302,390,1278,1591,0,302,390,1278,0,1,20
30000,2,1,2,0,0,-2,-2,-2,-2,4242,3891,1005,5308,8430,0,3915,1005,5308,8443,0,1120,1,20
430000,2,1,1,-1,-1,-1,-1,-1,-1,20849,3662,7719,4437,2912,6368,3814,7759,4451,2915,6383,9025,1,40
320000,1,1,1,1,-2,-2,-2,-2,-2,291,2594,2691,291,291,291,2594,2691,291,291,291,3124,2,30
20000,1,3,1,0,0,2,0,0,0,20184,20702,20057,19583,19991,20446,2950,2,687,709,965,559,2,20
5e+05,2,2,1,-2,-2,-2,-2,-2,-2,10929,4152,22722,7521,71439,8981,4152,11046.125,7521,10039.875,981,10252.5,1,50
270000,2,2,1,-2,-2,-2,-2,-2,-2,72364,65094,30704,12383,122749,15081,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,1,30
260000,2,2,1,-2,-2,-2,-2,-2,-2,690,2500,0,0,0,0,2500,0,0,0,0,0,1,40
10000,2,2,2,1,2,3,3,2,0,5699,7434,8164,7889,7614,7990,2000,1000,0,0,500,900,2,20
310000,1,2,1,-2,-2,-2,-2,-2,-2,-354,-354,-354,-354,-354,-354,0,0,0,0,0,352,1,30
60000,2,2,2,0,0,0,0,0,0,56397,57112,58057,59006,39578,38973,2039,2250,2060,1506,1500,1500,1,20
60000,1,2,2,0,0,0,0,2,0,26437,27741,28465,31040,29827,28254,1701,1425,3000,0,955,942,1,20
50000,2,2,2,0,0,2,0,0,0,40253,40757,33922,30097,29013,28167,5806,6,1000,1000,1200,1100,1,30
10000,2,1,1,0,0,0,0,0,0,7641,8557,9080,1410,9508,8997,1262,1000,1115,9329,331,1000,1,20
50000,2,2,1,0,0,0,0,0,0,32802,31002,32115,31824,32498,21757,1497,2000,1000,1064,1059,290,1,30
230000,2,2,2,0,0,0,0,0,0,95544,95311,94489,93143,87654,90172,4200,4500,4114,3500,4000,3000,1,20
120000,1,2,2,0,0,0,2,2,2,49206,50386,54656,54963,55865,54842,2000,5100,1800,2400,0,5500,1,30
280000,1,2,1,-1,-1,-2,-2,-2,-2,3300,0,0,0,0,0,0,0,0,0,0,0,1,30
5e+05,2,3,1,-2,-2,-1,-1,-1,-1,16372,15344,3329,38488,9777,66692,11165.625,3691,10968.125,9825,9970.625,10252.5,1,40
430000,2,1,1,-1,-1,-2,-2,-2,-1,9900,0,0,0,0,2299,0,0,0,0,2299,10252.5,1,40
2e+05,2,2,1,0,0,0,0,0,0,47550,51427,52672,53682,51841,52921,5000,2672,2492,2006,2069,5312.60666378191,1,30
50000,1,3,1,0,0,0,0,0,0,48341,47465,47942,48418,49530,28085,2068,1545,1171,1658,1321,0,1,60
30000,2,2,1,0,0,2,0,0,2,2433,4772,2897,3236,3575,1764,4000,0,2000,2000,0,1900,2,30
20000,2,1,2,0,0,0,0,0,0,18362,19669,16479,16694,17334,17063,1640,5774.39123540435,5138.90530494406,1000,1000,600,1,20
170000,1,2,1,-2,-2,-2,-2,-2,0,5635,6321,102108,2120,2873,38835.1843188217,6321,11046.125,2120,2873,0,870,1,30
270000,2,2,2,0,0,0,0,0,0,131310,123737,115927,106350,98365,89909,6000,5700,3800,3700,3300,3100,1,30
230000,2,1,1,-1,-1,-1,-1,-1,3,3245,1855,5776,1332,5342,3162,1867,5816,1340,5342,4,0,2,40
30000,1,1,2,0,0,0,0,0,0,28495,29632,30629,29357,30143,30419,1900,1800,1045,1250,1100,1100,1,20
180000,2,2,1,0,0,0,0,0,0,152510,151651,145766.25,123022,122749,120258,5657,10372,5000,5000,5000,5000,1,30
20000,1,3,1,0,0,2,2,2,2,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,2,40
150000,2,1,2,2,0,0,0,0,0,65809,55997,46392,36172,25767,16791,1498,1614,1227,655,2000,5000,2,20
20000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,20
140000,2,2,2,0,0,2,2,0,0,134783,142708,143475,132543.5,122749,120258,11165.625,5000,0,5100,5000,5000,1,30
90000,2,2,1,-1,-1,0,-1,-1,-1,2522,0,1261,1261,1261,1261,0,1261,1261,1261,1261,390,1,30
450000,2,2,2,0,0,0,0,0,0,14237,17907,14127,15988,19747,13986,5016,1139,2000,3938,1000,0,1,30
130000,2,2,2,0,0,0,0,0,0,113900,109062,105252,103969,104254,99525,5000,6000,10000,10000,5000,9000,1,20
60000,2,2,1,0,0,0,0,0,0,60299,44659,44291,41241,29534,29297,2000,3042,1433,1012,1029,1074,2,30
230000,2,1,2,2,-1,-1,-1,-1,-1,711,711,711,711,711,291,711,711,711,711,291,1131,1,20
90000,2,2,2,-1,0,0,0,0,0,48276,47820,46602,47141,16114,15825,2281,1219,1164,556,595,480,1,40
330000,2,2,1,-1,-1,-1,-1,-1,-1,390,0,780,150,320,780,0,780,150,320,1000,0,1,20
320000,2,3,1,-1,-1,-1,-1,-1,0,3065,41679,8275,8275,7606,14611,11165.625,8344,8275,7606,9970.625,10252.5,1,30
5e+05,1,1,1,2,2,2,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,0,10968.125,10039.875,9970.625,10252.5,2,50
170000,1,1,2,-1,-1,-1,-1,-1,-1,8433,644,7567,0,499,576,644,7567,0,499,576,0,1,30
80000,2,3,1,-2,-2,-2,-2,-2,-2,640,23699,2676,-4,-4,-4,11165.625,11046.125,0,0,0,0,1,40
160000,2,2,2,-2,-2,-2,-2,-2,-2,3,3,3,3,13333,0,11165.625,11046.125,10968.125,10039.875,0,10252.5,1,50
5e+05,2,2,1,0,0,0,0,0,0,144774,49028.0215946844,134810,132543.5,122749,120258,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,1,30
490000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10000,7143,7306,6303,6429,6000,1,30
280000,1,1,1,1,-2,-1,-1,-1,-1,0,0,26330,6880,797,4898,0,11046.125,6880,797,4898,3680,2,40
420000,2,2,2,-1,-1,-1,-1,-1,-1,7572,18847,16615,14156,9058,38835.1843188217,11165.625,11046.125,10968.125,9058,3281,5971,1,30
20000,2,2,1,1,2,0,0,0,0,19565,18968,19612,16213,16812,18382,0,1300,717,1000,2000,1000,1,30
230000,2,1,2,-2,-2,-2,-2,-2,-2,1985,7150,47029.2469020173,1671,1244,0,8075,11046.125,1671,1244,0,809,1,30
210000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8000,6005,5200,5500,5000,5500,1,20
60000,2,2,2,-1,0,0,0,-2,-2,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,1,20
50000,1,1,2,-1,0,0,0,0,0,45626,16533,10745,9994,16829,13051,3000,9537,5000,10000,5000,2000,1,20
180000,2,2,2,0,0,0,0,2,2,4745,5765,6631,8386,8109,8820,1257,1123,1878,0,1000,0,1,20
160000,2,3,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,50
360000,2,1,1,-2,-2,-2,-2,-2,-2,1517,2742,2317,2482,1415,2095,2749,2322,2482,1417,2095,3228,1,20
110000,1,1,2,0,0,0,0,-2,-2,18310,19327,20650,0,0,0,1327,1650,0,0,0,0,1,30
2e+05,2,1,1,1,-1,-1,-2,-2,-1,0,601,0,0,0,259,601,0,0,0,259,150,2,40
30000,2,2,2,0,0,0,-2,-2,-2,26830,30900,0,0,0,0,5000,0,0,0,0,0,1,30
30000,2,2,2,-1,-1,0,0,0,0,415,150,150,150,150,150,150,0,0,0,0,0,1,20
40000,2,2,2,0,0,0,2,0,0,34084,35169,37940,36824,37242,37900,1861,3755,0,1290,1337,1339,1,20
180000,1,1,2,1,-2,-2,-2,-1,-1,0,0,0,0,383,38835.1843188217,0,0,0,773,2395,847,1,20
360000,1,1,1,-1,-1,-1,-1,-1,-1,396,396,396,396,396,846,396,396,396,396,846,396,1,30
250000,2,3,2,-1,0,0,0,0,0,44242,58876,73068,102311,75543,88283,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,1,30
10000,1,2,2,0,0,0,-1,0,0,9363,9990,-10,6390,6682,7271,1000,0,6400,400,700,500,1,20
90000,1,2,1,1,1,1,0,0,0,41073,43480,73960,2442,48063,48186,3100,1000,770,10039.875,1756,1894,1,20
80000,2,1,1,-1,-1,-1,-1,0,-1,2175,358,1872,746,746,38835.1843188217,358,1872,746,0,4424,0,1,20
470000,2,2,1,-1,0,0,-1,-1,-1,873,1593,1518,285,688,2100,1005,1000,285,688,2100,1014,1,30
1e+05,2,1,1,2,2,0,0,2,0,97229,94777,95634,65828,61621,62756,0,2924,5226,0,2278,2292,2,40
140000,1,2,2,0,0,0,0,0,0,85119,86901,89583,90432,92332,94197,3153,4126,3231,3351,3400,3494,2,40
20000,1,1,2,0,0,0,0,0,0,22819,19296,20183,20036,19965,20061,1700,2000,1600,1000,1500,1000,1,20
210000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,40
240000,2,3,2,0,-1,-1,-1,-1,-1,160599.125,2986,145766.25,98080,19380,1e+05,2986,11046.125,10968.125,10039.875,9970.625,10252.5,1,20
50000,1,3,2,0,0,2,-1,0,0,48238,35194,9802,43076.4560392044,28542,29235,4866,126,10968.125,3032,2000,2000,1,40
130000,2,2,2,0,0,-1,0,0,0,135466,126091,128636,103400,40638,11104,4139,11046.125,3519,1180,0,0,1,20
320000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,40940,6558,7254,4308,4274,1296,1017,1,20
130000,2,1,1,2,2,2,2,0,0,65767,74474,78652,76790,78400,79996,9813,6000,0,3001,3058,2866,2,30
50000,1,3,2,2,0,0,0,0,0,31708,32439,28302,13881,14376,15261,1700,2000,1500,1100,1500,2000,1,20
160000,1,1,2,-1,-1,-1,-1,-1,0,5417,15134,15193,10845,46397,32334,11165.625,11046.125,10845,10039.875,1280,10252.5,1,20
1e+05,2,1,2,0,0,0,0,0,0,40083,44385,45117,25845,7141,9141,5000,2000,2030,3000,2000,2000,1,20
150000,2,2,2,2,2,0,0,0,0,160599.125,151902.875,145766.25,43076.4560392044,122749,120258,0,5684,5538,5410,9970.625,0,2,40
2e+05,2,2,1,-1,-1,-1,-1,2,-1,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,1,30
210000,2,2,2,0,0,0,0,0,0,19951,21620,23251,24358,25805,27168,2000,2000,1500,2000,1800,1500,1,30
360000,2,3,2,-1,-1,-1,-2,-1,-1,1638,3060,0,0,1444,-1382,3060,0,0,1444,1382,0,1,30
190000,1,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,98013,94600,7000,7962,7000,3417,3463,3357,1,50
30000,1,3,2,4,3,2,7,7,7,2646,2646,2646,2646,2646,2646,0,0,0,0,0,0,1,40
180000,1,1,1,0,0,0,0,0,2,153099,150227,138313,132543.5,122749,120258,7005,6500,5000,10039.875,32,1300,1,30
150000,2,2,2,-2,-2,-2,-2,-2,-2,6806,2774,0,500,399,0,2779,0,500,399,0,0,1,30
180000,2,2,1,-2,-2,-2,-2,-2,-2,384,0,0,0,503,2156,0,0,0,503,2343,1988,2,30
2e+05,1,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10000,10000,6000,10000,9970.625,5000,1,30
410000,1,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,101962,104837,7000,9000,9000,5000,5000,5000,1,30
30000,2,2,3,1,2,2,2,2,2,8055,9263,8973,10337,10022,10924,1500,0,1675,0,1065,0,2,40
180000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,5896,6117,6268,6445,6379,6300,1,40
50000,1,2,1,2,2,2,2,2,2,48556,49240,48647,36411,32087,22909,1804,2045,1314,1268,0,2436,2,50
90000,2,1,2,0,0,0,2,0,0,37026,40641,42142,35349,29790,26414,5000,3611,199,208,0,2000,1,20
50000,1,2,2,1,2,2,2,2,2,19649,20526,19909,22096,22438,21941,1500,5774.39123540435,2531,1000,0,2000,2,30
20000,2,3,1,1,-1,-1,-1,-2,-2,0,780,340,-50,-830,-1660,780,340,0,0,0,0,1,50
