"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","age_group"
420000,2,1,1,1,-1,-1,0,0,0,0,14165,53697,50081,44875,42691,11165.625,11046.125,1563,1594,1454,1535,"0",40
80000,2,3,1,-1,0,0,2,2,2,67328,69356,73445,74645,73330,78032,3113,5774.39123540435,3000,0,6103,0,"1",50
170000,1,3,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,32898,34869,73932,8000,4000,3000,2500,5000,3000,"0",40
310000,1,1,2,0,0,0,0,0,0,59901,62147,62102,65875,60387,43328,10020,6031,10057,5028,5060,4223,"0",30
170000,2,2,1,0,0,0,0,0,0,55658,48292,23264,12346,28910,13837,5000,1000,375,10039.875,757,259,"0",20
210000,1,2,1,-2,-2,-2,-2,-2,-2,245,245,141,-104,-104,-104,245,141,88,0,0,0,"0",40
40000,1,2,1,2,2,2,2,2,2,33152,33623,34773,33917,36704,40404,1300,2000,0,3500,4471,0,"1",30
150000,1,2,2,0,0,0,0,0,0,66662,61331,56523,56737,51005,47471,2116,2549,2406,2000,1655,2111,"0",30
1e+05,2,1,2,0,0,2,0,0,2,10672,11025,5791,3623,5554,5309,2355,0,500,2000,0,1000,"0",30
50000,2,2,2,2,0,0,0,0,0,51154.1449567723,48384,49450,49706,9472,9671,2078,2144,1400,339,352,500,"1",20
50000,1,2,2,0,0,0,0,0,0,11669,12665,12905,13498,13993,13854,1502,1522,1505,1000,1000,1000,"0",20
180000,1,3,1,0,0,0,0,0,2,122187,123790,125258,125214,122749,114050,6000,6000,4400,9000,0,4000,"1",30
50000,1,2,2,0,0,0,0,0,0,2940,3989,5116,4425,6353,15829,1100,5774.39123540435,2000,2000,9970.625,1000,"0",20
20000,2,2,2,0,0,0,0,0,0,16740,17451,18141,18239,18302,18337,1600,1600,1000,663,654,651,"0",20
30000,2,2,1,0,0,0,0,0,0,25485,26503,27486,25663,26979,24306,1447,1430,1684,2000,892,2000,"0",30
240000,2,3,1,0,0,2,0,0,0,107148,113396,110084,112272,114779,116920,9500,0,4019,4317,4204,4314,"1",30
130000,2,2,1,0,0,0,0,0,0,125816,125804,124030,119966,89588,91178,7166,7501,6621,3501,3501,3612,"0",30
5e+05,2,2,1,-1,-1,-1,0,0,0,2181,5625,60201,45299,40940,16923,5700,11046.125,1000,838,4476,10252.5,"0",30
130000,1,3,1,0,0,0,0,0,0,124626,121645,125789,128159,122749,120258,4500,6100,6000,5000,4600,5000,"0",50
60000,2,2,2,0,0,0,0,0,0,86550,82592,77423,70653,22552,23708,3000,3000,3000,5000,3000,3000,"0",40
120000,1,1,2,0,0,0,0,0,2,113796,116467,116060,115711,121575,120258,6000,4500,4500,7900,3000,4023,"0",40
20000,2,2,1,2,2,2,2,2,0,17727,18840,18255,20129,19528,40068,1700,0,2500,0,800,792,"0",30
2e+05,2,3,1,2,2,2,2,0,0,128649,131059,132120,128669,122749,120258,6000,4600,0,4800,9970.625,500,"1",20
1e+05,2,3,1,0,0,0,0,0,0,102505,101554,101827,100055,80923,81249,3830,4100,4510,3186,2886,3020,"0",30
240000,1,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8000,6017,6900,5250,5400,6200,"0",30
150000,2,1,2,0,0,2,2,2,2,129911,140013,137279,43076.4560392044,122749,120258,11165.625,1000,10400,5600,5400,5000,"1",20
180000,1,1,2,1,-2,-1,-1,-2,-2,-366,-366,834,-96,-96,-96,0,1200,5138.90530494406,0,0,0,"0",20
230000,2,1,2,0,0,0,0,0,0,70327,66310,54176,42944,40391,35820,2963,1941,1534,1532,1565,1330,"0",20
20000,2,1,2,0,0,0,0,0,0,12146,7698,6005,6411,3125,3164,1273,1039,1000,123,101,48,"0",40
230000,2,2,2,0,-1,-1,-1,-1,-1,0,4375,1225,401,2460,804,4375,1225,401,2460,804,708,"0",20
90000,1,2,1,0,0,0,0,-2,-2,5287,7525,10360,0,0,0,2500,3000,0,0,0,0,"0",30
360000,2,2,2,-1,2,2,-2,-2,-2,655,655,0,0,0,0,0,0,0,0,0,0,"0",30
120000,2,1,2,-1,-1,-1,-1,-1,-1,328,413,3007,1927,1838,2472,417,3012,1927,1838,2472,2341,"0",20
50000,2,2,2,0,0,0,0,0,-1,41724,92054,50120,19587,10577,7533,5000,5120,10292,5577,7533,1000,"0",30
20000,1,3,2,0,0,0,0,0,-2,14628,16391,18045,18055,0,0,3000,2000,1000,0,0,0,"0",20
5e+05,2,1,2,0,0,0,0,2,2,160599.125,151902.875,145766.25,132543.5,122749,120258,10000,7031,10100,5663,0,4448,"0",20
180000,2,2,1,2,2,0,0,0,0,160599.125,151902.875,125879,119283,117515,109499,0,6000,3663,3700,3400,2771,"1",20
470000,2,1,1,-2,-2,-2,-2,-2,-2,228,5215,3161,762,3637,16847,5241,3176,766,3673,9970.625,1437,"0",60
280000,2,2,1,-1,-1,-1,-1,-1,2,415,415,415,565,830,415,415,415,565,830,0,415,"0",40
90000,2,1,1,0,0,0,0,2,2,58043,61485,62540,81123,80073,82472,5003,5000,10968.125,10,9970.625,87,"1",40
360000,1,3,1,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,5468.02654356607,5774.39123540435,390,390,390,780,"0",30
230000,2,1,2,0,0,0,0,0,0,160599.125,49028.0215946844,133263,114889,117139,120252,7000,6000,4500,4000,5000,4500,"0",30
380000,2,1,1,-1,0,-1,-1,-1,-1,472,14985,10472,39993,25356,39772,11165.625,10472,10968.125,10039.875,9970.625,10252.5,"0",30
150000,1,1,1,0,0,0,0,0,0,92766,94732,96940,46349,47360,38835.1843188217,4000,4000,1482,1577,2000,1500,"0",50
2e+05,2,2,2,0,0,0,0,0,0,150204,151902.875,145766.25,132543.5,122749,120258,5479,5682,5850,6625,6790,6235,"0",30
70000,2,2,2,0,0,0,0,0,0,3878,4957,6209,6338,6587,6828,1300,1500,380,500,500,800,"0",30
360000,2,2,1,0,0,0,0,0,0,16557,18369,20067,48307,12918,12375,3000,2000,10968.125,1066,1000,1000,"0",30
140000,2,2,2,0,0,0,0,0,0,128949,133778,131241,25994,25769,24552,7000,6000,3000,5000,4000,6000,"1",50
2e+05,1,1,1,0,0,2,0,0,0,142291,151902.875,145766.25,132543.5,122749,120258,11165.625,0,7000,7000,6500,10252.5,"0",40
80000,2,3,1,0,0,0,0,0,0,78573,69116,64325,59653,55159,56277,3001,2500,2000,2000,2000,2000,"0",50
1e+05,2,3,1,-1,-1,-1,-1,-1,-1,200,100,47029.2469020173,245,3210,318,100,197,245,3210,318,797,"0",50
20000,1,2,2,2,2,2,2,0,0,8880,9889,10087,9585,10082,10965,1500,700,0,1000,1400,0,"0",20
50000,2,2,1,0,0,0,0,0,2,25422,26456,27835,29070,30891,54741,1450,1800,2000,2600,0,2020,"1",30
30000,1,3,2,0,0,0,0,0,2,24070,25358,26447,26946,28957,29408,2000,1800,1300,2400,1000,1000,"0",50
360000,2,1,1,1,-1,-1,-2,-2,-2,-8,859,-820,-813,-2292,-2292,867,0,7,0,0,0,"0",40
2e+05,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
20000,1,2,1,-1,-1,-1,-1,-1,-1,528,0,264,264,255,678,0,264,264,255,687,0,"1",60
120000,1,1,2,0,0,0,2,0,0,32773,28002,32493,16258,8871,2000,1509,5000,7,0,2000,1666,"0",30
20000,1,3,2,0,0,0,0,0,0,18878,19286,18977,18335,18718,18475,1318,1289,647,669,664,682,"0",30
230000,2,2,2,-1,-1,-2,-1,0,-1,2360,0,0,4135,814,2294,0,0,4135,0,2294,7368,"0",20
140000,2,2,1,-1,-1,-1,0,0,0,1007,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,"0",30
1e+05,1,3,1,0,0,0,0,0,0,94467,96521,98728,74239,75704,55704,3627,3938,2515,2516,4022,2032,"0",30
160000,2,1,2,-2,-2,-2,-2,-2,-2,1040,1188,1276,372,372,372,1320,1276,372,372,372,372,"0",20
260000,2,1,2,-1,-1,-1,0,0,0,5160,0,15362,21068,27669,32202,0,11046.125,10000,7000,5000,5000,"0",30
360000,2,2,1,-1,-1,-1,-1,-1,-1,1999,10145,4005,19158,3569,31171,10145,4723,10968.125,3569,9970.625,3283,"0",40
2e+05,2,2,2,-1,-1,-1,-1,-1,-1,2147,1173,912,1140,293,0,1173,912,5138.90530494406,293,0,308,"0",30
210000,2,1,1,0,0,0,0,0,0,17420,16182,14109,10955,11217,11367,1236,1613,1000,552,607,1500,"0",30
360000,2,2,2,0,0,0,0,0,0,160599.125,49028.0215946844,145766.25,132543.5,122749,120258,10638,11046.125,10700,9820,9902,9910,"0",30
2e+05,2,1,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",20
170000,1,3,1,-1,-1,-1,-1,-2,-2,19247,1230,2910,0,0,0,1230,2910,0,0,0,0,"0",40
70000,2,3,1,1,2,0,0,0,0,76023,73213,68034,68602,30252,47363,0,3000,3000,1508,9970.625,2500,"0",30
30000,2,2,2,0,0,0,0,0,0,26757,26831,26620,26134,26865,25752,1520,1339,852,2067,1400,100,"0",20
70000,2,1,2,0,0,2,0,0,0,72227,68097,65636,66114,66142,68380,6000,0,3000,2500,4100,4100,"0",20
5e+05,1,1,2,-2,-2,-2,-2,-1,0,0,0,0,218,11959,13692,0,0,218,10039.875,2000,403,"0",30
130000,1,1,2,0,0,0,0,0,0,81907,83620,85327,87021,88843,90618,3034,3096,3112,3222,3250,3357,"1",20
170000,2,2,2,0,0,0,0,-2,-1,63948,62090,63000,0,0,3300,5000,4000,0,0,3300,0,"0",30
50000,2,2,1,0,0,0,0,0,0,48255,41550,35553,43076.4560392044,25975,900,2400,1842,1000,1928,900,10252.5,"0",20
260000,2,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",40
30000,1,2,2,2,2,0,0,0,0,44072,39489,36794,33991,30820,29323,0,1820,1600,1012,2586,2656,"0",40
340000,2,2,1,-1,-1,-1,-1,-1,-1,16729,8942,10301,20793,14817,4614,8942,10321,10968.125,10039.875,4614,7005,"0",50
120000,1,2,1,0,0,0,2,2,2,93673,95590,101562,94307,40261.2898853724,81617,4375,8485,524,6004,5,3073,"0",30
50000,2,2,1,0,0,0,0,0,0,7052,2105,7358,2912,2881,553,2003,7000,2900,2500,400,0,"0",20
340000,1,2,1,0,0,0,0,0,0,71934,78695,80831,81589,83546,85362,8000,4000,3000,3300,3300,4000,"0",30
40000,1,3,1,1,2,0,-1,-1,-2,35879,34625,36757,20650,0,0,0,3078,10968.125,0,0,0,"1",50
50000,1,3,1,0,0,-2,-2,-2,-2,30900,0,0,0,0,0,0,0,0,4743.77725631769,0,0,"1",50
30000,1,1,1,1,2,2,2,-1,0,18829,19223,20599,15642,23789,20562,1000,2014,6,10039.875,800,1989,"1",30
180000,2,2,2,0,0,0,2,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,9635,0,5245,5172,3726,"1",20
360000,1,2,2,-1,-1,-1,-1,-1,-1,7156,9780,6672,11201,9718,8781,9849,6712,10968.125,9747,4747.58493012534,10252.5,"0",20
80000,1,3,2,0,0,0,0,0,0,78651,80199,82036,82031,81535,81586,3454,3725,3722,3228,3281,3374,"0",50
3e+05,1,1,2,-2,-2,-2,-2,-2,-2,901,901,901,1075,0,66,901,901,1075,0,66,66,"0",30
130000,1,3,2,0,0,0,0,0,0,10557,12069,14849,17585,17990,20682,2000,3000,3000,1000,3000,3000,"0",30
150000,2,3,1,-1,-1,-1,-1,-1,-1,5483,9136,17348,6456,12256,8156,9136,11046.125,6456,10039.875,8156,5256,"0",50
130000,1,2,2,0,0,0,0,0,2,111731,108635,108842,110236,114763,118884,6000,6000,5000,6800,6500,0,"0",20
250000,2,2,2,2,0,0,0,0,0,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,"1",20
5e+05,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",40
210000,1,1,2,0,-1,0,-2,-2,-2,62261,6615,0,0,0,0,6615,0,0,0,0,0,"0",40
20000,2,2,1,0,0,-1,-1,-2,-2,7286,2160,780,0,0,0,1006,780,0,0,0,0,"0",20
2e+05,1,2,2,-1,-1,-1,-1,-1,0,18044,390,20718,390,390,390,390,11046.125,390,390,390,540,"1",30
30000,2,2,1,2,2,0,0,0,2,28574,14220,14188,7058,7976,7734,0,1230,1000,1000,0,2000,"1",20
150000,2,1,1,0,0,0,0,0,0,23364,22846,25779,22303,16981,38835.1843188217,1450,5779,1300,700,1000,1000,"0",30
210000,1,2,1,-1,-1,-2,-2,-2,-2,7128,3605,4308,3713,5133,5749,3623,4315,3713,5133,5749,6762,"0",30
170000,2,2,1,0,-1,0,0,-1,-1,1906,3970,3406,1703,495,6616,4000,2703,0,495,6616,495,"0",20
30000,1,2,1,0,0,0,2,0,0,22503,24802,29367,28108,26717,11693,3000,5000,0,1003,1000,1000,"0",30
350000,2,2,1,-2,-2,-2,-2,-2,-1,2124,3027,2448,4590,0,430,3048,2460,4616,0,430,430,"0",40
50000,1,3,1,0,0,0,0,0,-1,47974,49028.0215946844,22133,12882,8131,3983,3000,2871,1000,163,3983,3771,"1",30
170000,1,2,2,-1,-1,-1,-1,0,-1,2908,3408,2908,9283,2908,2908,3408,2908,9283,0,2908,7163,"0",30
50000,1,3,2,1,2,3,2,2,2,31217,33423,47029.2469020173,31777,33966,34759,3000,0,0,2700,1500,0,"0",30
165962.731341129,1,1,1,-1,-1,-1,-1,-1,0,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,10252.5,"1",40
70000,2,2,2,0,0,0,0,0,0,65793,26665,22630,14573,15127,12596,2000,1400,291,1500,5000,2000,"0",20
20000,1,2,2,-1,2,2,2,0,0,19318,18735,20905,20270,19409,19954,0,2480,0,1000,1035,1000,"0",20
50000,1,1,2,0,0,0,0,-1,0,49241,26539,53920,0,47566,48393,1600,1000,2500,10039.875,1700,2000,"0",30
5e+05,2,2,1,1,-2,-1,-1,-2,-1,0,0,2331,0,0,2199,0,2331,0,0,2199,0,"0",30
110000,2,2,3,0,0,0,0,0,0,91538,84348,78925,49341,50289,44221,3354,2745,2341,1959,5000,3000,"0",20
150000,1,2,2,-2,-2,-2,-1,0,0,4966,-1390,-4661,129847,122749,120258,1406,11046.125,10968.125,5001,5000,5001,"0",50
70000,1,1,2,2,2,2,2,2,2,50016,48941,51809,50675,54839,53803,0,4000,0,5000,0,4000,"1",30
50000,1,2,2,0,0,0,0,0,0,43785,38971,34836,18488,19716,17932,1795,1660,1272,1500,644,704,"1",20
290000,1,1,1,0,0,0,0,0,0,97193,98441,95169,93718,89712,82809,6000,4000,4250,5000,3241,3500,"0",40
70000,2,3,2,0,0,0,0,0,0,105991,67243,67533,28653,29253,26185,2777,1751,969,1004,938,1122,"0",50
420000,1,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10433,11046.125,10968.125,7002,6500,7000,"0",30
50000,2,3,2,-1,-1,2,-1,-1,-1,390,780,390,390,390,1320,780,0,390,390,1320,0,"0",50
50000,2,2,1,0,0,0,-1,-1,-1,27433,49028.0215946844,6509,4417,0,4331,1161,1000,5254,4166,8497,4679,"0",30
2e+05,1,1,1,2,2,2,2,2,0,64158,65506,66872,65199,79104,80692,3000,3000,0,10039.875,3000,3000,"1",40
230000,2,2,2,0,0,0,0,0,0,2656,3678,4650,3234,4174,38835.1843188217,1074,1046,1060,1000,1000,5000,"0",20
120000,2,2,2,0,0,0,0,0,-1,57449,38254,23017,14440,4770,1595,1743,1640,1010,95,1595,0,"0",20
130000,1,3,2,0,0,0,0,0,-1,20678,18956,16172,16898,11236,6944,1610,1808,7014,27,7011,4408,"0",30
160000,2,2,1,0,0,0,2,0,0,137930,137695,145766.25,132543.5,122749,120258,6574,11046.125,0,5100,9970.625,5205,"0",40
280000,1,1,2,-1,-1,-1,-1,-1,-1,12740,17239,14496,16185,8962,8756,11165.625,11046.125,10968.125,9007,8800,10252.5,"0",30
180000,2,1,1,1,2,2,2,2,2,133424,134835,131176,132543.5,122749,120258,5000,0,10968.125,700,9970.625,0,"1",30
280000,2,1,1,-1,-1,-1,0,0,-1,1280,2816,10802,23323,17041,282,2816,10802,10968.125,10039.875,282,7501,"1",30
60000,1,2,1,0,0,0,0,0,0,58634,59541,58604,59427,38472,39528,3000,11046.125,3000,2000,2000,2000,"0",20
150000,1,1,1,-1,-1,-1,-2,-2,0,1600,1815,0,0,0,16877,1815,0,0,0,9970.625,10252.5,"0",30
150000,1,3,2,-1,-1,-1,0,0,-1,9240,386,12870,11173,1719,413,386,11046.125,251,39,414,6556,"0",20
290000,2,2,1,0,0,0,0,0,0,36335,36085,35225,35711,35381,34468,1564,1594,1840,1378,1245,1388,"0",40
270000,2,2,2,0,0,0,0,0,0,150185,141926,135741,126197,118340,110557,4988,7000,5000,5000,5000,5000,"0",20
30000,2,2,2,0,0,0,0,0,0,27170,27448,27238,27012,26762,25900,2500,2000,2000,1916,1000,1100,"0",20
210000,1,3,2,-1,-1,-1,-1,0,0,862,1136,1511,54400,81139,82585,1144,1515,10968.125,10039.875,3759,435,"0",30
230000,1,1,2,0,0,0,0,0,0,44734,47178,29582,38426,42500,43531,10120,11046.125,10000,5000,5000,5000,"0",30
160000,2,1,1,-1,-1,-1,-1,-1,-1,3607,4417,1058,2146,2534,2242,4417,1058,2146,2534,2242,2254,"0",40
4e+05,2,2,2,0,0,0,0,-1,-1,2988,3983,3417,3267,186,1200,1222,1000,1200,186,1200,5312.60666378191,"0",30
50000,2,2,1,-2,-1,-1,0,-1,-1,4640,2720,26461,11882,280,290,2720,11046.125,1034,280,300,1535,"0",40
150000,1,2,2,1,2,0,0,0,0,127399,124835,127259,129115,122749,120258,0,5000,3500,3557,5929,23,"1",30
150000,2,2,2,0,0,0,0,0,0,80463,82513,84271,43832,33963,34638,3348,3490,1402,1233,1240,1284,"1",30
310000,2,1,1,-2,-2,-2,-2,-2,-2,4934,1275,1572,240,-1226,-2074,1275,1572,240,970,0,6585,"0",30
50000,1,2,2,0,0,0,0,0,0,20329,14244,30580,15365,15587,15940,1600,1600,1000,1000,1000,1000,"0",20
420000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,"0",30
150000,2,2,1,1,-2,-1,-1,-1,-2,6526,779,8927,8660,692,0,783,9098,8660,698,0,0,"0",30
180000,1,1,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
40000,1,3,1,1,-2,-2,-2,-2,-2,0,0,0,0,40261.2898853724,0,0,0,0,0,0,0,"1",50
2e+05,2,5,2,-1,-1,-1,0,-1,0,9383,37303,21244,7422,27761,21715,11165.625,11046.125,1200,10039.875,5548,5312.60666378191,"0",20
50000,1,2,2,2,2,0,0,0,-2,44630,44802,40686,7710,0,0,1200,1200,1000,0,0,0,"1",20
130000,2,2,2,2,-1,-1,-1,-1,-1,836,668,1017,1298,550,-286,668,1200,1300,4743.77725631769,1698,10252.5,"1",20
50000,1,2,2,0,2,3,2,4,3,25867,29133,28371,31208,30149,29375,4000,0,3600,0,0,0,"1",40
230000,2,1,2,-2,-2,-2,-2,-2,-2,5869,11556,156,2403,1546,7915,11165.625,156,2403,1546,7915,0,"0",30
70000,2,2,1,0,0,0,2,0,0,16030,15502,12637,11204,10983,11901,1500,3000,0,2000,2000,0,"0",20
50000,1,2,1,-1,0,0,0,0,0,50899,50527,50375,46952,50343,48831,2000,2000,2000,5001,5000,5021,"0",40
70000,2,1,1,0,0,0,0,0,0,59795,60684,69521,45001,37214,23807,2479,10128,5138.90530494406,1348,9970.625,10059,"0",30
210000,2,2,2,0,0,0,0,0,-1,15599,11684,2821,2935,1895,1078,1059,1069,1000,38,1078,1078,"0",20
240000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,9102,8602,9013,8195,8202,7902,"1",40
4e+05,1,1,2,0,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
160000,2,1,2,-2,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,178,"0",30
50000,2,2,1,0,0,-1,0,0,0,1804,5195,15371,14163,15517,14685,4000,11046.125,1500,2000,1000,2000,"0",20
30000,2,2,1,0,0,0,0,0,0,10874,11896,12906,13162,13438,13705,1205,1215,471,488,491,508,"0",50
260000,2,2,1,-2,-2,-2,-2,-2,-2,8214,2149,3065,750,0,0,2151,3065,750,0,0,377,"1",30
70000,2,2,2,0,0,2,-1,0,0,4059,5791,208,4170,4563,5331,2000,0,4170,1000,1000,1000,"0",20
330000,1,1,2,-2,-2,-2,-2,-2,-2,3027,2379,1803,909,3854,1509,2386,1894,911,3865,1513,0,"0",50
50000,1,2,2,0,0,0,0,0,0,45253,44840,45880,46893,47827,48829,1724,1764,1777,1711,1772,2043,"0",20
20000,2,3,2,-1,-1,0,0,0,0,9755,894,5625,9625,12625,0,5468.02654356607,5000,4000,3000,0,0,"0",40
120000,1,3,1,0,-1,-1,-1,-1,-1,119440,3844,2290,780,8190,4600,3844,2299,780,8190,4600,1081,"1",40
240000,2,5,1,-1,-1,-1,-1,0,-1,1731,6763,0,5717,10134,1045,6763,5717,0,10039.875,1045,6585,"0",30
120000,2,3,1,0,0,0,0,0,0,16224,16085,17677,16450,18407,15841,2001,2317,1002,3009,1000,1000,"0",30
80000,1,3,2,0,0,0,-1,0,0,78230,76277,36232,30200,30326,30290,2289,1005,10968.125,1094,1109,1013,"0",20
50000,1,2,2,2,2,4,3,2,2,42883,47887,46836,45785,47003,48085,6000,0,0,2100,2000,0,"0",20
30000,2,2,1,1,2,0,0,0,0,26840,25311,25906,25494,24986,24915,0,1804,1200,500,737,0,"0",40
10000,1,3,2,0,0,0,2,0,0,7282,8311,10398,10000,10000,0,1311,2398,0,0,0,0,"0",50
150000,2,1,2,0,0,0,0,0,2,127204,151902.875,125502,129589,122749,120258,5900,5000,6163,7200,9970.625,4900,"1",30
50000,1,1,2,1,-2,-2,-2,-2,-1,0,0,0,0,0,19553,0,0,0,0,9970.625,389,"0",20
210000,2,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
60000,2,1,2,1,2,0,0,0,0,47262,46226,47557,48464,49532,50552,0,2100,2000,2000,2000,3000,"0",20
30000,2,3,1,1,2,2,0,0,0,30128,31325,29953,30332,29871,28977,2000,0,1962,1395,1000,2000,"0",50
130000,1,2,1,-1,2,-1,-1,0,0,6954,4110,1030,357,357,370,12,1034,5138.90530494406,0,13,1330,"0",50
20000,2,2,2,0,0,0,0,0,0,18833,19404,18699,19324,16234,16609,1290,2000,2000,1000,1000,3000,"0",20
230000,2,2,1,2,0,0,0,0,0,160599.125,151902.875,145766.25,125552,122749,112107,7236,5603,4187,4327,5237,10252.5,"1",30
50000,1,2,1,-1,-1,-1,2,0,-1,390,390,780,780,390,390,390,780,390,0,390,0,"0",40
360000,1,1,1,0,0,0,0,0,0,160599.125,117239,121284,93951,58200,52585,4013,11046.125,9011,3007,2592,1013,"0",30
280000,2,2,2,0,0,0,0,0,0,123997,126272,126953,106551,99592,100607,5600,5400,5006,3250,3400,3500,"0",30
50000,1,2,1,-1,-1,0,0,0,0,19061,49738,49986,8771,8628,7464,11165.625,1906,278,352,448,200,"0",50
340000,2,1,1,-1,-1,-1,0,0,-1,4397,13840,10780,8201,7675,5653,11165.625,10780,0,2000,5653,1976,"0",30
80000,2,2,1,2,2,0,2,2,-2,1662,3347,4140,3920,0,0,2427,1000,0,0,0,0,"1",30
150000,2,3,2,1,-1,-1,-1,-1,-2,0,200,708,1201,0,0,200,708,1201,0,0,0,"0",30
260000,2,1,2,2,2,-1,-1,-1,0,792,396,396,396,792,396,0,396,396,792,0,396,"1",20
4e+05,2,3,1,-1,-1,2,0,0,-1,260,58257,42948,25962,15316,6813,11165.625,42,1202,9,6813,4682,"1",40
30000,1,2,2,1,2,0,0,0,0,31956,30425,30615,29304,28996,28970,0,1753,1200,1041,1194,1100,"0",30
440000,2,1,1,0,0,0,0,0,0,128808,133340,133075,109705,111202,116169,10000,5000,5000,7126,9970.625,10000,"0",30
3e+05,1,1,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",20
150000,2,5,2,0,0,2,0,0,0,22683,24349,2130,2130,32,-780,2219,0,0,0,0,0,"0",20
270000,2,1,1,-1,-1,-1,0,0,0,1870,0,8091,8350,8350,0,0,8091,1000,0,0,0,"0",30
140000,2,1,2,0,0,0,0,0,0,131540,135062,138303,67695,69068,70512,5701,6302,3000,2500,2555,3000,"0",30
50000,1,3,2,0,0,0,0,0,0,45803,46696,15287,7694,7921,8041,2400,1123,500,500,400,500,"0",20
60000,2,2,2,0,0,0,0,0,0,60330,60382,60264,46149,28990,30067,2500,2501,1506,1000,1500,2000,"1",20
210000,1,1,1,0,0,0,0,0,0,124667,151902.875,144968,132543.5,122749,120258,11165.625,5065,5012,5000,5078,5000,"0",20
20000,2,2,2,0,0,0,0,3,2,3980,5075,5979,6796,6463,2255,1318,1183,1000,0,0,2440,"1",20
2e+05,1,2,2,-1,0,0,0,0,0,88569,101979,143982,132543.5,122749,120258,11165.625,11046.125,5150,6000,9970.625,463,"0",20
170000,1,1,2,0,0,0,0,0,0,51154.1449567723,151902.875,145766.25,132543.5,122749,120258,6873,7509,5573,4309,4239,5142,"1",50
230000,2,2,2,0,0,0,0,0,0,95311,94489,93143,87654,90172,86850,4500,4114,3500,4000,3000,5312.60666378191,"0",20
50000,1,1,2,0,0,0,0,0,0,48848,48208,48265,43451,19790,17790,1845,1967,1400,396,0,0,"0",20
5e+05,2,2,1,2,2,0,0,0,0,160599.125,151902.875,145766.25,132543.5,40261.2898853724,120258,0,6200,6000,6000,6500,6000,"1",40
80000,2,2,1,0,0,-1,0,0,0,4742,3913,6383,5016,1760,2783,1277,6387,102,35,1850,6099,"0",40
40000,2,3,1,0,0,2,0,0,2,15861,18580,17994,20671,22328,21830,3000,0,3000,2000,0,2000,"0",30
280000,1,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",40
360000,2,2,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",40
260000,2,1,1,-1,-1,-1,-2,-2,-2,78,984,0,0,0,0,984,0,0,0,0,0,"0",40
20000,1,2,2,1,2,0,0,0,0,19403,18541,19254,19456,19323,19265,0,1298,1000,692,766,998,"1",20
290000,2,2,1,0,0,0,0,0,0,160599.125,151902.875,142264,101952,103174,105464,7118,5800,3792,4010,4276,3655,"0",30
120000,1,3,2,0,0,0,0,0,0,118506,118930,125089,122242,119996,120258,4500,9000,1609,5000,5000,5000,"0",50
80000,2,2,2,1,2,0,0,0,0,6393,6148,7311,7303,7456,7605,0,1266,258,267,269,278,"1",30
60000,2,1,1,0,0,0,0,0,2,46233,47263,48696,50385,52045,52661,2100,2500,2500,2500,1600,1500,"0",20
70000,1,2,2,0,0,0,0,0,0,67306,69023,69340,39191,40009,40893,3400,2310,1600,1600,1700,2000,"0",30
280000,2,1,2,1,-2,-1,-1,-1,-1,0,0,3898,1460,18901,0,0,3898,1460,10039.875,0,0,"1",30
